DATETIME,FUND,INSTRUMENT_TYPE,SECURITY_NAME,IDENTIFIER,IDENTIFIER_TYPE,PRICE_FUND,PRICE_REF,DIFF_PRICE_REF
2022-10-31,Applebead,Equities,Halliburton,HAL,SYMBOL,35.96,39.556,-3.5959999999999965
2022-10-31,Applebead,Equities,PTC,PTC,SYMBOL,117.83,129.613,-11.783000000000001
2022-10-31,Applebead,Equities,Rockwell Automation,ROK,SYMBOL,251.0,276.1,-25.100000000000023
2022-10-31,Applebead,Equities,Eli Lilly and Company,LLY,SYMBOL,358.26,394.086,-35.82600000000002
2022-10-31,Applebead,Equities,Live Nation Entertainment,LYV,SYMBOL,79.61,87.571,-7.9609999999999985
2022-10-31,Applebead,Equities,AutoZone,AZO,SYMBOL,2532.88,2786.168,-253.288
2022-10-31,Applebead,Equities,Edwards Lifesciences,EW,SYMBOL,72.43,79.673,-7.242999999999995
2022-10-31,Applebead,Equities,Conagra Brands,CAG,SYMBOL,35.35,38.885,-3.5349999999999966
2022-10-31,Applebead,Equities,Campbell Soup Company,CPB,SYMBOL,51.79,56.969,-5.179000000000002
2022-10-31,Applebead,Equities,Enphase,ENPH,SYMBOL,307.0,337.7,-30.69999999999999
2022-10-31,Applebead,Equities,Darden Restaurants,DRI,SYMBOL,139.72,153.692,-13.972000000000008
2022-10-31,Applebead,Equities,IDEX Corporation,IEX,SYMBOL,220.41,242.451,-22.040999999999997
2022-10-31,Applebead,Equities,Alexandria Real Estate Equities,ARE,SYMBOL,141.09,155.199,-14.109000000000009
2022-10-31,Applebead,Equities,Waters Corporation,WAT,SYMBOL,299.17,329.087,-29.916999999999973
2022-10-31,Applebead,Equities,LyondellBasell,LYB,SYMBOL,72.51,79.761,-7.250999999999991
2022-10-31,Applebead,Equities,Truist,TFC,SYMBOL,42.27,46.497,-4.226999999999997
2022-10-31,Applebead,Equities,Schlumberger,SLB,SYMBOL,51.33,56.463,-5.133000000000003
2022-10-31,Applebead,Equities,Delta Air Lines,DAL,SYMBOL,33.86,37.246,-3.386000000000003
2022-10-31,Applebead,Equities,Hologic,HOLX,SYMBOL,67.8,74.58,-6.780000000000001
2022-10-31,Applebead,Equities,SolarEdge,SEDG,SYMBOL,230.03,253.033,-23.002999999999986
2022-10-31,Applebead,Equities,Extra Space Storage,EXR,SYMBOL,170.88,187.968,-17.087999999999994
2022-10-31,Applebead,Equities,Broadridge Financial Solutions,BR,SYMBOL,147.84,162.624,-14.783999999999992
2022-10-31,Applebead,Equities,Old Dominion,ODFL,SYMBOL,273.65,301.015,-27.36500000000001
2022-10-31,Applebead,Equities,Xylem Inc.,XYL,SYMBOL,101.5,111.65,-10.150000000000006
2022-10-31,Applebead,Equities,PepsiCo,PEP,SYMBOL,178.0,195.8,-17.80000000000001
2022-10-31,Applebead,Equities,Cisco,CSCO,SYMBOL,44.4,48.84,-4.440000000000005
2022-10-31,Applebead,Equities,Fox Corporation (Class A),FOXA,SYMBOL,28.67,31.537,-2.8669999999999973
2022-10-31,Applebead,Equities,Best Buy,BBY,SYMBOL,66.08,72.688,-6.608000000000004
2022-10-31,Belaware,Equities,Henry Schein,HSIC,SYMBOL,68.46,75.306,-6.846000000000004
2022-10-31,Belaware,Equities,Juniper Networks,JNPR,SYMBOL,29.97,32.967,-2.997
2022-10-31,Belaware,Equities,Charles River Laboratories,CRL,SYMBOL,212.25,233.475,-21.224999999999994
2022-10-31,Belaware,Equities,Accenture,ACN,SYMBOL,280.62,308.682,-28.062000000000012
2022-10-31,Belaware,Equities,Lennar,LEN,SYMBOL,79.88,87.868,-7.9879999999999995
2022-10-31,Belaware,Equities,Cognizant,CTSH,SYMBOL,61.16,67.276,-6.116
2022-10-31,Belaware,Equities,Capital One,COF,SYMBOL,103.6,113.96,-10.36
2022-10-31,Belaware,Equities,Procter & Gamble,PG,SYMBOL,132.17,145.387,-13.217000000000013
2022-10-31,Belaware,Equities,Aptiv,APTV,SYMBOL,91.07,100.177,-9.107000000000014
2022-10-31,Belaware,Equities,"Rollins, Inc.",ROL,SYMBOL,41.53,45.683,-4.152999999999999
2022-10-31,Belaware,Equities,Skyworks Solutions,SWKS,SYMBOL,84.45,92.895,-8.444999999999993
2022-10-31,Belaware,Equities,Pinnacle West,PNW,SYMBOL,65.02,71.522,-6.5020000000000095
2022-10-31,Belaware,Equities,Republic Services,RSG,SYMBOL,131.2,144.32,-13.120000000000005
2022-10-31,Belaware,Equities,ADP,ADP,SYMBOL,237.8,261.58,-23.779999999999973
2022-10-31,Belaware,Equities,S&P Global,SPGI,SYMBOL,318.11,349.921,-31.81099999999998
2022-10-31,Belaware,Equities,Cintas,CTAS,SYMBOL,423.15,465.465,-42.315
2022-10-31,Belaware,Equities,Whirlpool Corporation,WHR,SYMBOL,131.36,144.496,-13.135999999999996
2022-10-31,Belaware,Equities,LyondellBasell,LYB,SYMBOL,72.51,79.761,-7.250999999999991
2022-10-31,Belaware,Equities,West Pharmaceutical Services,WST,SYMBOL,229.51,252.461,-22.951000000000022
2022-10-31,Belaware,Equities,T. Rowe Price,TROW,SYMBOL,102.75,113.025,-10.275000000000006
2022-10-31,Belaware,Equities,Kimberly-Clark,KMB,SYMBOL,121.16,133.276,-12.116000000000014
2022-10-31,Belaware,Equities,Alexandria Real Estate Equities,ARE,SYMBOL,141.09,155.199,-14.109000000000009
2022-10-31,Belaware,Equities,Air Products and Chemicals,APD,SYMBOL,246.07,270.677,-24.607000000000028
2022-10-31,Belaware,Equities,Alaska Air Group,ALK,SYMBOL,44.46,48.906,-4.445999999999998
2022-10-31,Belaware,Equities,Carrier Global,CARR,SYMBOL,39.25,43.175,-3.924999999999997
2022-10-31,Belaware,Equities,Hershey's,HSY,SYMBOL,234.43,257.873,-23.442999999999984
2022-10-31,Belaware,Equities,Intercontinental Exchange,ICE,SYMBOL,94.45,103.895,-9.444999999999993
2022-10-31,Belaware,Equities,Clorox,CLX,SYMBOL,142.75,157.025,-14.275000000000006
2022-10-31,Belaware,Equities,American Airlines Group,AAL,SYMBOL,14.18,15.598,-1.418000000000001
2022-10-31,Belaware,Equities,Fox Corporation (Class B),FOX,SYMBOL,26.99,29.689,-2.6990000000000016
2022-10-31,Belaware,Equities,"Tapestry, Inc.",TPR,SYMBOL,30.99,34.089,-3.099
2022-10-31,Belaware,Equities,Packaging Corporation of America,PKG,SYMBOL,116.82,128.502,-11.682000000000016
2022-10-31,Belaware,Equities,Waste Management,WM,SYMBOL,156.34,171.974,-15.633999999999986
2022-10-31,Belaware,Equities,Linde plc,LIN,SYMBOL,294.15,323.565,-29.41500000000002
2022-10-31,Belaware,Equities,Entergy,ETR,SYMBOL,103.94,114.334,-10.394000000000005
2022-10-31,Belaware,Equities,Global Payments,GPN,SYMBOL,113.4,124.74,-11.33999999999999
2022-10-31,Belaware,Equities,Johnson & Johnson,JNJ,SYMBOL,169.11,186.021,-16.910999999999973
2022-10-31,Belaware,Equities,Equity Residential,EQR,SYMBOL,60.98,67.078,-6.098000000000006
2022-10-31,Belaware,Equities,Edison International,EIX,SYMBOL,58.11,63.921,-5.811
2022-10-31,Belaware,Equities,Eli Lilly and Company,LLY,SYMBOL,358.26,394.086,-35.82600000000002
2022-10-31,Belaware,Equities,A. O. Smith,AOS,SYMBOL,53.82,59.202,-5.381999999999998
2022-10-31,Belaware,Equities,Aon,AON,SYMBOL,279.94,307.934,-27.994000000000028
2022-10-31,Belaware,Equities,Ecolab,ECL,SYMBOL,155.5,171.05,-15.550000000000011
2022-10-31,Belaware,Equities,Regions Financial Corporation,RF,SYMBOL,21.3,23.43,-2.129999999999999
2022-10-31,Belaware,Equities,FirstEnergy,FE,SYMBOL,36.2,39.82,-3.6199999999999974
2022-10-31,Belaware,Equities,Fair Isaac,FICO,SYMBOL,478.84,526.724,-47.88400000000007
2022-10-31,Belaware,Equities,HCA Healthcare,HCA,SYMBOL,215.99,237.589,-21.59899999999999
2022-10-31,Belaware,Equities,Cboe Global Markets,CBOE,SYMBOL,123.06,135.366,-12.306000000000012
2022-10-31,Belaware,Equities,Parker Hannifin,PH,SYMBOL,285.82,314.402,-28.581999999999994
2022-10-31,Belaware,Equities,Chevron Corporation,CVX,SYMBOL,174.54,191.994,-17.454000000000008
2022-10-31,Belaware,Equities,TJX Companies,TJX,SYMBOL,70.96,78.056,-7.096000000000004
2022-10-31,Belaware,Equities,Agilent Technologies,A,SYMBOL,137.66,151.426,-13.765999999999991
2022-10-31,Belaware,Equities,Invitation Homes,INVH,SYMBOL,30.75,33.825,-3.075000000000003
2022-10-31,Belaware,Equities,Live Nation Entertainment,LYV,SYMBOL,79.61,87.571,-7.9609999999999985
2022-10-31,Belaware,Equities,Advance Auto Parts,AAP,SYMBOL,184.96,203.456,-18.49599999999998
2022-10-31,Belaware,Equities,Danaher Corporation,DHR,SYMBOL,250.86,275.946,-25.086000000000013
2022-10-31,Belaware,Equities,Northern Trust,NTRS,SYMBOL,82.13,90.343,-8.213000000000008
2022-10-31,Belaware,Equities,PG&E Corporation,PCG,SYMBOL,14.93,16.423,-1.4929999999999986
2022-10-31,Belaware,Equities,CooperCompanies,COO,SYMBOL,273.34,300.674,-27.334000000000003
2022-10-31,Belaware,Equities,Kimco Realty,KIM,SYMBOL,20.66,22.726,-2.065999999999999
2022-10-31,Belaware,Equities,Public Service Enterprise Group,PEG,SYMBOL,54.53,59.983,-5.452999999999996
2022-10-31,Belaware,Equities,PTC,PTC,SYMBOL,117.83,129.613,-11.783000000000001
2022-10-31,Belaware,Equities,Wells Fargo,WFC,SYMBOL,44.7,49.17,-4.469999999999999
2022-10-31,Belaware,Equities,Comcast,CMCSA,SYMBOL,31.04,34.144,-3.103999999999999
2022-10-31,Belaware,Equities,Garmin,GRMN,SYMBOL,86.12,94.732,-8.611999999999995
2022-10-31,Belaware,Equities,MarketAxess,MKTX,SYMBOL,241.61,265.771,-24.161
2022-10-31,Belaware,Equities,DaVita Inc.,DVA,SYMBOL,73.01,80.311,-7.301000000000002
2022-10-31,Catalysm,Equities,Atmos Energy,ATO,SYMBOL,103.88,114.268,-10.388000000000005
2022-10-31,Catalysm,Equities,MarketAxess,MKTX,SYMBOL,241.61,265.771,-24.161
2022-10-31,Catalysm,Equities,Church & Dwight,CHD,SYMBOL,73.21,80.531,-7.321000000000012
2022-10-31,Catalysm,Equities,Wynn Resorts,WYNN,SYMBOL,63.59,69.949,-6.358999999999995
2022-10-31,Catalysm,Equities,Alphabet Inc. (Class C),GOOG,SYMBOL,94.66,104.126,-9.466000000000008
2022-10-31,Catalysm,Equities,"NVR, Inc.",NVR,SYMBOL,4237.75,4661.525,-423.77499999999964
2022-10-31,Catalysm,Equities,Newmont,NEM,SYMBOL,41.02,45.122,-4.101999999999997
2022-10-31,Catalysm,Equities,Gartner,IT,SYMBOL,301.92,332.112,-30.192000000000007
2022-10-31,Catalysm,Equities,Mastercard,MA,SYMBOL,326.66,359.326,-32.666
2022-10-31,Catalysm,Equities,Amphenol,APH,SYMBOL,75.22,82.742,-7.522000000000006
2022-10-31,Catalysm,Equities,Mosaic Company (The),MOS,SYMBOL,52.79,58.069,-5.2790000000000035
2022-10-31,Catalysm,Equities,RTX Corporation,RTX,SYMBOL,92.53,101.783,-9.253
2022-10-31,Catalysm,Equities,Lockheed Martin,LMT,SYMBOL,477.42,525.162,-47.74200000000002
2022-10-31,Catalysm,Equities,Capital One,COF,SYMBOL,103.6,113.96,-10.36
2022-10-31,Catalysm,Equities,Old Dominion,ODFL,SYMBOL,273.65,301.015,-27.36500000000001
2022-10-31,Catalysm,Equities,Pioneer Natural Resources,PXD,SYMBOL,239.83,263.813,-23.982999999999976
2022-10-31,Catalysm,Equities,Fifth Third Bank,FITB,SYMBOL,34.46,37.906,-3.445999999999998
2022-10-31,Catalysm,Equities,D.R. Horton,DHI,SYMBOL,76.13,83.743,-7.6129999999999995
2022-10-31,Catalysm,Equities,Oracle Corporation,ORCL,SYMBOL,77.18,84.898,-7.717999999999989
2022-10-31,Catalysm,Equities,Norfolk Southern Railway,NSC,SYMBOL,222.77,245.047,-22.276999999999987
2022-10-31,Catalysm,Equities,Humana,HUM,SYMBOL,555.11,610.621,-55.51099999999997
2022-10-31,Catalysm,Equities,"UDR, Inc.",UDR,SYMBOL,38.57,42.427,-3.8569999999999993
2022-10-31,Catalysm,Equities,Qualcomm,QCOM,SYMBOL,115.4,126.94,-11.539999999999992
2022-10-31,Catalysm,Equities,Meta Platforms,META,SYMBOL,93.16,102.476,-9.316000000000003
2022-10-31,Catalysm,Equities,U.S. Bank,USB,SYMBOL,40.81,44.891,-4.080999999999996
2022-10-31,Catalysm,Equities,Altria,MO,SYMBOL,43.48,47.828,-4.348000000000006
2022-10-31,Catalysm,Equities,Arista Networks,ANET,SYMBOL,120.86,132.946,-12.085999999999999
2022-10-31,Catalysm,Equities,DuPont,DD,SYMBOL,56.09,61.699,-5.608999999999995
2022-10-31,Catalysm,Equities,Kimberly-Clark,KMB,SYMBOL,121.16,133.276,-12.116000000000014
2022-10-31,Catalysm,Equities,Accenture,ACN,SYMBOL,280.62,308.682,-28.062000000000012
2022-10-31,Catalysm,Equities,Idexx Laboratories,IDXX,SYMBOL,359.68,395.648,-35.96800000000002
2022-10-31,Catalysm,Equities,Broadridge Financial Solutions,BR,SYMBOL,147.84,162.624,-14.783999999999992
2022-10-31,Catalysm,Equities,TJX Companies,TJX,SYMBOL,70.96,78.056,-7.096000000000004
2022-10-31,Catalysm,Equities,FirstEnergy,FE,SYMBOL,36.2,39.82,-3.6199999999999974
2022-10-31,Catalysm,Equities,Boeing,BA,SYMBOL,142.51,156.761,-14.251000000000005
2022-10-31,Catalysm,Equities,S&P Global,SPGI,SYMBOL,318.11,349.921,-31.81099999999998
2022-10-31,Catalysm,Equities,Electronic Arts,EA,SYMBOL,125.37,137.907,-12.537000000000006
2022-10-31,Catalysm,Equities,TE Connectivity,TEL,SYMBOL,120.04,132.044,-12.004000000000005
2022-10-31,Catalysm,Equities,SBA Communications,SBAC,SYMBOL,266.28,292.908,-26.628000000000043
2022-10-31,Catalysm,Equities,Discover Financial,DFS,SYMBOL,101.79,111.969,-10.178999999999988
2022-10-31,Catalysm,Equities,Align Technology,ALGN,SYMBOL,194.3,213.73,-19.42999999999998
2022-10-31,Catalysm,Equities,Public Storage,PSA,SYMBOL,301.33,331.463,-30.133000000000038
2022-10-31,Catalysm,Equities,Regeneron,REGN,SYMBOL,748.75,823.625,-74.875
2022-10-31,Catalysm,Equities,Etsy,ETSY,SYMBOL,93.91,103.301,-9.391000000000005
2022-10-31,Catalysm,Equities,Walmart,WMT,SYMBOL,140.18,154.198,-14.018
2022-10-31,Catalysm,Equities,Delta Air Lines,DAL,SYMBOL,33.86,37.246,-3.386000000000003
2022-10-31,Catalysm,Equities,Monster Beverage,MNST,SYMBOL,46.86,51.546,-4.686
2022-10-31,Catalysm,Equities,Quanta Services,PWR,SYMBOL,141.83,156.013,-14.182999999999993
2022-10-31,Catalysm,Equities,Entergy,ETR,SYMBOL,103.94,114.334,-10.394000000000005
2022-10-31,Catalysm,Equities,Kroger,KR,SYMBOL,46.24,50.864,-4.623999999999995
2022-10-31,Catalysm,Equities,IDEX Corporation,IEX,SYMBOL,220.41,242.451,-22.040999999999997
2022-10-31,Catalysm,Equities,Zoetis,ZTS,SYMBOL,149.77,164.747,-14.977000000000004
2022-10-31,Catalysm,Equities,Bunge Limited,BG,SYMBOL,96.21,105.831,-9.62100000000001
2022-10-31,Catalysm,Equities,Sempra Energy,SRE,SYMBOL,71.97,79.167,-7.197000000000003
2022-10-31,Catalysm,Equities,Arch Capital Group,ACGL,SYMBOL,57.5,63.25,-5.75
2022-10-31,Catalysm,Equities,Target Corporation,TGT,SYMBOL,159.75,175.725,-15.974999999999994
2022-10-31,Catalysm,Equities,Autodesk,ADSK,SYMBOL,214.3,235.73,-21.42999999999998
2022-10-31,Catalysm,Equities,EPAM Systems,EPAM,SYMBOL,350.0,385.0,-35.0
2022-10-31,Gohen,Equities,Hormel Foods,HRL,SYMBOL,45.54,50.094,-4.554000000000002
2022-10-31,Gohen,Equities,Cognizant,CTSH,SYMBOL,61.16,67.276,-6.116
2022-10-31,Gohen,Equities,Moderna,MRNA,SYMBOL,150.33,165.363,-15.032999999999987
2022-10-31,Gohen,Equities,Palo Alto Networks,PANW,SYMBOL,171.59,188.749,-17.158999999999992
2022-10-31,Gohen,Equities,Las Vegas Sands,LVS,SYMBOL,37.88,41.668,-3.7879999999999967
2022-10-31,Gohen,Equities,Chubb Limited,CB,SYMBOL,212.15,233.365,-21.215000000000003
2022-10-31,Gohen,Equities,Advance Auto Parts,AAP,SYMBOL,184.96,203.456,-18.49599999999998
2022-10-31,Gohen,Equities,"Rollins, Inc.",ROL,SYMBOL,41.53,45.683,-4.152999999999999
2022-10-31,Gohen,Equities,DuPont,DD,SYMBOL,56.09,61.699,-5.608999999999995
2022-10-31,Gohen,Equities,Quest Diagnostics,DGX,SYMBOL,141.57,155.727,-14.15700000000001
2022-10-31,Gohen,Equities,Teleflex,TFX,SYMBOL,213.3,234.63,-21.329999999999984
2022-10-31,Gohen,Equities,MGM Resorts,MGM,SYMBOL,35.57,39.127,-3.557000000000002
2022-10-31,Gohen,Equities,Interpublic Group of Companies (The),IPG,SYMBOL,29.05,31.955,-2.9049999999999976
2022-10-31,Gohen,Equities,Seagate Technology,STX,SYMBOL,47.88,52.668,-4.787999999999997
2022-10-31,Gohen,Equities,Camden Property Trust,CPT,SYMBOL,112.45,123.695,-11.24499999999999
2022-10-31,Gohen,Equities,Hewlett Packard Enterprise,HPE,SYMBOL,13.94,15.334,-1.3940000000000001
2022-10-31,Gohen,Equities,Northern Trust,NTRS,SYMBOL,82.13,90.343,-8.213000000000008
2022-10-31,Gohen,Equities,NetApp,NTAP,SYMBOL,67.72,74.492,-6.772000000000006
2022-10-31,Gohen,Equities,Kroger,KR,SYMBOL,46.24,50.864,-4.623999999999995
2022-10-31,Gohen,Equities,Viatris,VTRS,SYMBOL,9.68,10.648,-0.968
2022-10-31,Gohen,Equities,Citizens Financial Group,CFG,SYMBOL,38.99,42.889,-3.899000000000001
2022-10-31,Gohen,Equities,Adobe Inc.,ADBE,SYMBOL,318.5,350.35,-31.850000000000023
2022-10-31,Gohen,Equities,Charter Communications,CHTR,SYMBOL,367.62,404.382,-36.762
2022-10-31,Gohen,Equities,Atmos Energy,ATO,SYMBOL,103.88,114.268,-10.388000000000005
2022-10-31,Gohen,Equities,American Tower,AMT,SYMBOL,202.49,222.739,-20.248999999999995
2022-10-31,Gohen,Equities,Regency Centers,REG,SYMBOL,58.62,64.482,-5.862000000000002
2022-10-31,Gohen,Equities,PulteGroup,PHM,SYMBOL,39.65,43.615,-3.9650000000000034
2022-10-31,Gohen,Equities,Walmart,WMT,SYMBOL,140.18,154.198,-14.018
2022-10-31,Gohen,Equities,Simon Property Group,SPG,SYMBOL,104.02,114.422,-10.402000000000001
2022-10-31,Gohen,Equities,Raymond James,RJF,SYMBOL,116.67,128.337,-11.666999999999987
2022-10-31,Gohen,Equities,RTX Corporation,RTX,SYMBOL,92.53,101.783,-9.253
2022-10-31,Gohen,Equities,Meta Platforms,META,SYMBOL,93.16,102.476,-9.316000000000003
2022-10-31,Gohen,Equities,Arthur J. Gallagher & Co.,AJG,SYMBOL,185.54,204.094,-18.554000000000002
2022-10-31,Gohen,Equities,Newmont,NEM,SYMBOL,41.02,45.122,-4.101999999999997
2022-10-31,Gohen,Equities,Live Nation Entertainment,LYV,SYMBOL,79.61,87.571,-7.9609999999999985
2022-10-31,Gohen,Equities,A. O. Smith,AOS,SYMBOL,53.82,59.202,-5.381999999999998
2022-10-31,Gohen,Equities,AmerisourceBergen,ABC,SYMBOL,155.4,170.94,-15.539999999999992
2022-10-31,Gohen,Equities,Pfizer,PFE,SYMBOL,44.75,49.225,-4.475000000000001
2022-10-31,Gohen,Equities,Travelers Companies (The),TRV,SYMBOL,181.55,199.705,-18.155
2022-10-31,Gohen,Equities,LabCorp,LH,SYMBOL,187.94,206.734,-18.79400000000001
2022-10-31,Gohen,Equities,Pinnacle West,PNW,SYMBOL,65.02,71.522,-6.5020000000000095
2022-10-31,Gohen,Equities,Kinder Morgan,KMI,SYMBOL,17.28,19.008,-1.727999999999998
2022-10-31,Gohen,Equities,Prudential Financial,PRU,SYMBOL,99.82,109.802,-9.982000000000014
2022-10-31,Gohen,Equities,Linde plc,LIN,SYMBOL,294.15,323.565,-29.41500000000002
2022-10-31,Gohen,Equities,Align Technology,ALGN,SYMBOL,194.3,213.73,-19.42999999999998
2022-10-31,Gohen,Equities,Whirlpool Corporation,WHR,SYMBOL,131.36,144.496,-13.135999999999996
2022-10-31,Leeder,Equities,Broadcom Inc.,AVGO,SYMBOL,460.45,506.495,-46.045000000000016
2022-10-31,Leeder,Equities,International Paper,IP,SYMBOL,31.87,35.057,-3.187000000000001
2022-10-31,Leeder,Equities,Morgan Stanley,MS,SYMBOL,80.07,88.077,-8.007000000000005
2022-10-31,Leeder,Equities,Air Products and Chemicals,APD,SYMBOL,246.07,270.677,-24.607000000000028
2022-10-31,Leeder,Equities,Prudential Financial,PRU,SYMBOL,99.82,109.802,-9.982000000000014
2022-10-31,Leeder,Equities,Sherwin-Williams,SHW,SYMBOL,222.77,245.047,-22.276999999999987
2022-10-31,Leeder,Equities,Charter Communications,CHTR,SYMBOL,367.62,404.382,-36.762
2022-10-31,Leeder,Equities,KeyCorp,KEY,SYMBOL,17.13,18.843,-1.713000000000001
2022-10-31,Leeder,Equities,Kroger,KR,SYMBOL,46.24,50.864,-4.623999999999995
2022-10-31,Leeder,Equities,Tyson Foods,TSN,SYMBOL,66.7,73.37,-6.670000000000002
2022-10-31,Leeder,Equities,Trimble Inc.,TRMB,SYMBOL,60.16,66.176,-6.016000000000005
2022-10-31,Leeder,Equities,Intel,INTC,SYMBOL,27.5,30.25,-2.75
2022-10-31,Leeder,Equities,Emerson Electric,EMR,SYMBOL,84.59,93.049,-8.459000000000003
2022-10-31,Leeder,Equities,Occidental Petroleum,OXY,SYMBOL,72.03,79.233,-7.203000000000003
2022-10-31,Leeder,Equities,Best Buy,BBY,SYMBOL,66.08,72.688,-6.608000000000004
2022-10-31,Leeder,Equities,PPL Corporation,PPL,SYMBOL,25.82,28.402,-2.5820000000000007
2022-10-31,Leeder,Equities,Paychex,PAYX,SYMBOL,114.91,126.401,-11.491
2022-10-31,Leeder,Equities,Valero Energy,VLO,SYMBOL,121.67,133.837,-12.166999999999987
2022-10-31,Leeder,Equities,Citigroup,C,SYMBOL,43.9,48.29,-4.390000000000001
2022-10-31,Leeder,Equities,Fortive,FTV,SYMBOL,63.69,70.059,-6.369
2022-10-31,Leeder,Equities,Illumina,ILMN,SYMBOL,228.82,251.702,-22.882000000000005
2022-10-31,Leeder,Equities,Gartner,IT,SYMBOL,301.92,332.112,-30.192000000000007
2022-10-31,Leeder,Equities,Hologic,HOLX,SYMBOL,67.8,74.58,-6.780000000000001
2022-10-31,Leeder,Equities,West Pharmaceutical Services,WST,SYMBOL,229.51,252.461,-22.951000000000022
2022-10-31,Leeder,Equities,Allstate,ALL,SYMBOL,123.57,135.927,-12.357
2022-10-31,Leeder,Equities,AutoZone,AZO,SYMBOL,2532.88,2786.168,-253.288
2022-10-31,Leeder,Equities,Church & Dwight,CHD,SYMBOL,73.21,80.531,-7.321000000000012
2022-10-31,Leeder,Equities,MGM Resorts,MGM,SYMBOL,35.57,39.127,-3.557000000000002
2022-10-31,Leeder,Equities,Citizens Financial Group,CFG,SYMBOL,38.99,42.889,-3.899000000000001
2022-10-31,Leeder,Equities,Robert Half,RHI,SYMBOL,74.57,82.027,-7.457000000000008
2022-10-31,Leeder,Equities,Alphabet Inc. (Class C),GOOG,SYMBOL,94.66,104.126,-9.466000000000008
2022-10-31,Leeder,Equities,EQT,EQT,SYMBOL,41.16,45.276,-4.116000000000007
2022-10-31,Leeder,Equities,Regeneron,REGN,SYMBOL,748.75,823.625,-74.875
2022-10-31,Leeder,Equities,AmerisourceBergen,ABC,SYMBOL,155.4,170.94,-15.539999999999992
2022-10-31,Leeder,Equities,Mastercard,MA,SYMBOL,326.66,359.326,-32.666
2022-10-31,Leeder,Equities,CDW,CDW,SYMBOL,170.68,187.748,-17.067999999999984
2022-10-31,Leeder,Equities,WestRock,WRK,SYMBOL,32.92,36.212,-3.2920000000000016
2022-10-31,Leeder,Equities,SolarEdge,SEDG,SYMBOL,230.03,253.033,-23.002999999999986
2022-10-31,Leeder,Equities,Boeing,BA,SYMBOL,142.51,156.761,-14.251000000000005
2022-10-31,Leeder,Equities,Old Dominion,ODFL,SYMBOL,273.65,301.015,-27.36500000000001
2022-10-31,Leeder,Equities,Lincoln Financial,LNC,SYMBOL,51.06,56.166,-5.1059999999999945
2022-10-31,Leeder,Equities,Paccar,PCAR,SYMBOL,61.95,68.145,-6.194999999999993
2022-10-31,Leeder,Equities,Lockheed Martin,LMT,SYMBOL,477.42,525.162,-47.74200000000002
2022-10-31,Leeder,Equities,Xcel Energy,XEL,SYMBOL,63.62,69.982,-6.362000000000002
2022-10-31,Leeder,Equities,Advance Auto Parts,AAP,SYMBOL,184.96,203.456,-18.49599999999998
2022-10-31,Leeder,Equities,Verisk,VRSK,SYMBOL,181.89,200.079,-18.18900000000002
2022-10-31,Leeder,Equities,Willis Towers Watson,WTW,SYMBOL,215.89,237.479,-21.589000000000027
2022-10-31,Leeder,Equities,Salesforce,CRM,SYMBOL,162.59,178.849,-16.258999999999986
2022-10-31,Leeder,Equities,Dover Corporation,DOV,SYMBOL,129.29,142.219,-12.929000000000002
2022-10-31,Leeder,Equities,First Solar,FSLR,SYMBOL,145.57,160.127,-14.557000000000016
2022-10-31,Leeder,Equities,M&T Bank,MTB,SYMBOL,164.03,180.433,-16.40299999999999
2022-10-31,Leeder,Equities,Costco,COST,SYMBOL,498.64,548.504,-49.86400000000003
2022-10-31,Leeder,Equities,Paramount Global,PARA,SYMBOL,17.83,19.613,-1.7830000000000013
2022-10-31,Leeder,Equities,HCA Healthcare,HCA,SYMBOL,215.99,237.589,-21.59899999999999
2022-10-31,Leeder,Equities,Fair Isaac,FICO,SYMBOL,478.84,526.724,-47.88400000000007
2022-10-31,Leeder,Equities,"Tapestry, Inc.",TPR,SYMBOL,30.99,34.089,-3.099
2022-10-31,Leeder,Equities,Edison International,EIX,SYMBOL,58.11,63.921,-5.811
2022-10-31,Leeder,Equities,Microsoft,MSFT,SYMBOL,229.91,252.901,-22.991000000000014
2022-10-31,Leeder,Equities,MSCI,MSCI,SYMBOL,463.94,510.334,-46.394000000000005
2022-10-31,Leeder,Equities,Everest Re,EG,SYMBOL,318.04,349.844,-31.803999999999974
2022-10-31,Leeder,Equities,Extra Space Storage,EXR,SYMBOL,170.88,187.968,-17.087999999999994
2022-10-31,Leeder,Equities,TJX Companies,TJX,SYMBOL,70.96,78.056,-7.096000000000004
2022-10-31,Leeder,Equities,Jacobs Solutions,J,SYMBOL,114.47,125.917,-11.447000000000003
2022-10-31,Leeder,Equities,WEC Energy Group,WEC,SYMBOL,88.3,97.13,-8.829999999999998
2022-10-31,Leeder,Equities,NiSource,NI,SYMBOL,25.0,27.5,-2.5
2022-10-31,Leeder,Equities,Ingersoll Rand,IR,SYMBOL,50.43,55.473,-5.042999999999999
2022-10-31,Magnum,Equities,Fair Isaac,FICO,SYMBOL,478.84,526.724,-47.88400000000007
2022-10-31,Magnum,Equities,Cigna,CI,SYMBOL,319.08,350.988,-31.908000000000015
2022-10-31,Magnum,Equities,Discover Financial,DFS,SYMBOL,101.79,111.969,-10.178999999999988
2022-10-31,Magnum,Equities,Netflix,NFLX,SYMBOL,291.88,321.068,-29.187999999999988
